action_id,loan_id,action_date_key,reference_month_end_date_key,dpd_at_action,action_type,outcome,collector_id,collection_team,amount_recovered
1489,3447,20251016,20251031,142,SMS Reminder,PTP Given,22,In-house,0.0
1490,2583,20241028,20241031,298,Demand Letter,Escalated,13,In-house,0.0
1491,1187,20251222,20251231,234,Restructure Offer,Reached,54,In-house,0.0
1492,2185,20250816,20250831,109,SMS Reminder,Escalated,40,Agency B,0.0
1493,534,20250111,20250131,53,Demand Letter,Escalated,45,In-house,0.0
1494,2766,20251020,20251031,360,Restructure Offer,Paid Partial,18,In-house,9444.09
1495,1779,20250205,20250228,284,Phone Call,No Answer,64,In-house,0.0
1496,3724,20251018,20251031,344,SMS Reminder,PTP Broken,10,In-house,0.0
1497,1288,20251222,20251231,316,Field Visit,Reached,31,Agency A,0.0
1498,501,20250521,20250531,75,SMS Reminder,No Answer,16,In-house,0.0
1499,3870,20250823,20250831,121,Promise to Pay,Paid Partial,16,In-house,22738.5
1500,2810,20251108,20251130,67,Restructure Offer,PTP Broken,64,In-house,0.0
1501,3322,20250209,20250228,120,Phone Call,Escalated,41,In-house,0.0
1502,2716,20250912,20250930,127,Restructure Offer,Reached,38,Agency B,0.0
1503,222,20250427,20250430,141,Restructure Offer,Reached,27,Agency A,0.0
1504,3782,20251213,20251231,299,SMS Reminder,Paid Partial,42,In-house,6226.25
1505,203,20240725,20240731,51,Phone Call,PTP Given,27,In-house,0.0
1506,2439,20240818,20240831,300,SMS Reminder,PTP Broken,55,Agency A,0.0
1507,3517,20251212,20251231,360,Demand Letter,Reached,57,In-house,0.0
1508,899,20251021,20251031,174,Field Visit,Reached,21,In-house,0.0
1509,4138,20241219,20241231,52,Field Visit,Reached,11,In-house,0.0
1510,4074,20250308,20250331,51,SMS Reminder,Reached,3,In-house,0.0
1511,3502,20250510,20250531,155,Promise to Pay,Escalated,7,In-house,0.0
1512,3451,20250729,20250731,147,Phone Call,No Answer,8,In-house,0.0
1513,3239,20241029,20241031,100,Phone Call,PTP Given,7,In-house,0.0
1514,341,20250312,20250331,352,SMS Reminder,Paid Full,11,Agency B,15844.06
1515,3958,20251109,20251130,360,Promise to Pay,Escalated,1,In-house,0.0
1516,1672,20250710,20250731,104,Phone Call,Paid Full,28,Agency B,79696.86
1517,4090,20251029,20251031,32,Restructure Offer,Escalated,15,In-house,0.0
1518,3354,20250826,20250831,360,Restructure Offer,Restructured,16,In-house,0.0
1519,2373,20241119,20241130,31,Promise to Pay,PTP Given,55,Agency A,0.0
1520,3432,20251106,20251130,65,Promise to Pay,PTP Given,28,In-house,0.0
1521,4153,20250221,20250228,40,Field Visit,PTP Broken,43,In-house,0.0
1522,182,20250919,20250930,360,Phone Call,No Answer,43,In-house,0.0
1523,1124,20250527,20250531,162,SMS Reminder,PTP Given,19,In-house,0.0
1524,668,20251126,20251130,360,SMS Reminder,Reached,53,In-house,0.0
1525,462,20250910,20250930,273,SMS Reminder,PTP Given,36,In-house,0.0
1526,2111,20250216,20250228,62,Phone Call,Reached,52,Agency B,0.0
1527,2930,20251031,20251031,90,Demand Letter,No Answer,8,In-house,0.0
1528,640,20251218,20251231,360,SMS Reminder,Paid Partial,7,Agency B,20676.34
1529,384,20240414,20240430,33,Phone Call,No Answer,49,In-house,0.0
1530,1645,20250419,20250430,147,SMS Reminder,Paid Partial,25,In-house,125365.48
1531,1057,20240907,20240930,36,SMS Reminder,PTP Broken,25,In-house,0.0
1532,1947,20250626,20250630,53,Promise to Pay,Escalated,32,In-house,0.0
1533,497,20251126,20251130,132,SMS Reminder,PTP Given,46,Agency B,0.0
1534,1785,20251116,20251130,251,Phone Call,Paid Partial,25,In-house,16848.46
1535,3632,20250722,20250731,130,Restructure Offer,No Answer,35,Agency A,0.0
1536,3137,20250522,20250531,85,Phone Call,PTP Broken,1,In-house,0.0
1537,2058,20251111,20251130,278,Phone Call,PTP Given,14,In-house,0.0
1538,3764,20240821,20240831,86,Phone Call,No Answer,37,In-house,0.0
1539,3764,20250726,20250731,360,SMS Reminder,No Answer,7,In-house,0.0
1540,3400,20250324,20250331,148,Phone Call,PTP Given,64,In-house,0.0
1541,574,20251123,20251130,32,Phone Call,Restructured,43,Agency B,0.0
1542,964,20251028,20251031,70,Field Visit,PTP Broken,54,In-house,0.0
1543,3780,20250928,20250930,56,Restructure Offer,Reached,26,In-house,0.0
1544,2984,20251124,20251130,70,Phone Call,PTP Broken,34,In-house,0.0
1545,2632,20250710,20250731,355,Phone Call,Escalated,28,Agency B,0.0
1546,27,20250614,20250630,64,Promise to Pay,PTP Broken,11,In-house,0.0
1547,2682,20250929,20250930,69,Restructure Offer,PTP Given,10,In-house,0.0
1548,1105,20241007,20241031,213,Promise to Pay,PTP Given,61,In-house,0.0
1549,242,20251218,20251231,321,Restructure Offer,PTP Broken,43,In-house,0.0
1550,1907,20251020,20251031,53,Demand Letter,Paid Partial,56,Agency B,20912.19
1551,2217,20250808,20250831,59,Phone Call,PTP Given,46,In-house,0.0
1552,1972,20251111,20251130,199,Field Visit,PTP Broken,6,In-house,0.0
1553,2078,20250331,20250331,53,Promise to Pay,No Answer,63,In-house,0.0
1554,3838,20250708,20250731,70,Restructure Offer,Escalated,15,Agency A,0.0
1555,2259,20250118,20250131,293,Promise to Pay,No Answer,5,In-house,0.0
1556,2723,20241020,20241031,74,Restructure Offer,PTP Given,22,In-house,0.0
1557,3772,20250813,20250831,354,Restructure Offer,Paid Partial,34,In-house,11793.21
1558,2233,20250908,20250930,62,Restructure Offer,Paid Full,46,In-house,13748.22
1559,203,20240812,20240831,84,SMS Reminder,PTP Given,52,In-house,0.0
1560,2935,20251012,20251031,341,Phone Call,PTP Given,16,In-house,0.0
1561,1560,20251130,20251130,222,Demand Letter,Reached,46,Agency B,0.0
1562,1540,20251124,20251130,58,Phone Call,PTP Given,48,In-house,0.0
1563,3825,20250425,20250430,119,Phone Call,No Answer,35,In-house,0.0
1564,1877,20250618,20250630,116,Phone Call,PTP Given,48,Agency B,0.0
1565,1355,20251012,20251031,55,Phone Call,No Answer,4,In-house,0.0
1566,1018,20241009,20241031,45,Phone Call,PTP Given,63,Agency A,0.0
1567,2013,20250612,20250630,165,SMS Reminder,Reached,17,In-house,0.0
1568,3110,20240925,20240930,58,Phone Call,Reached,52,In-house,0.0
1569,2627,20251218,20251231,34,Phone Call,No Answer,36,In-house,0.0
1570,1174,20250824,20250831,90,Demand Letter,PTP Broken,55,Agency B,0.0
1571,2119,20251107,20251130,100,Phone Call,Paid Full,52,Agency B,38710.67
1572,3185,20250727,20250731,175,SMS Reminder,Paid Partial,46,Agency A,9774.14
1573,4166,20251216,20251231,190,SMS Reminder,PTP Broken,38,Agency A,0.0
1574,27,20250910,20250930,104,Phone Call,Paid Full,52,In-house,24881.64
1575,1653,20250624,20250630,53,SMS Reminder,No Answer,32,In-house,0.0
1576,2772,20241107,20241130,30,SMS Reminder,Reached,22,Agency A,0.0
1577,743,20250719,20250731,153,Field Visit,Reached,6,In-house,0.0
1578,4038,20251230,20251231,61,Field Visit,PTP Given,11,In-house,0.0
1579,585,20250510,20250531,229,Legal Notice,Paid Full,62,In-house,38437.4
1580,2646,20250309,20250331,320,Field Visit,Paid Full,34,Agency A,42882.69
1581,3950,20251230,20251231,360,Demand Letter,No Answer,61,Agency B,0.0
1582,1050,20251221,20251231,54,Phone Call,Paid Full,23,In-house,16426.1
1583,2,20251120,20251130,217,Phone Call,No Answer,25,In-house,0.0
1584,2831,20241121,20241130,72,Field Visit,PTP Broken,2,In-house,0.0
1585,4145,20240818,20240831,82,SMS Reminder,Paid Partial,27,In-house,191745.23
1586,1323,20250330,20250331,107,SMS Reminder,No Answer,36,In-house,0.0
1587,4114,20250121,20250131,64,Promise to Pay,Escalated,12,Agency B,0.0
1588,742,20251230,20251231,228,Restructure Offer,No Answer,63,In-house,0.0
1589,14,20240915,20240930,37,Phone Call,PTP Given,31,In-house,0.0
1590,1912,20250421,20250430,322,SMS Reminder,Reached,35,Agency B,0.0
1591,101,20250421,20250430,64,Promise to Pay,No Answer,58,In-house,0.0
1592,1553,20250810,20250831,57,Phone Call,Reached,51,In-house,0.0
1593,1562,20250410,20250430,199,Phone Call,Paid Partial,9,In-house,20663.37
1594,3016,20240826,20240831,141,SMS Reminder,Paid Partial,61,In-house,11188.62
1595,1387,20250322,20250331,95,Promise to Pay,Escalated,54,In-house,0.0
1596,3786,20251227,20251231,264,SMS Reminder,No Answer,37,In-house,0.0
1597,1438,20251019,20251031,132,SMS Reminder,PTP Broken,48,In-house,0.0
1598,163,20251119,20251130,188,Field Visit,Escalated,45,In-house,0.0
1599,3272,20250920,20250930,71,Promise to Pay,Reached,64,In-house,0.0
1600,3006,20250823,20250831,288,SMS Reminder,Reached,39,In-house,0.0
1601,1011,20241213,20241231,142,Legal Notice,Paid Partial,39,Agency B,8116.31
1602,1655,20250814,20250831,32,Phone Call,Paid Full,23,In-house,10730.93
1603,1466,20251117,20251130,214,Field Visit,Paid Full,6,Agency B,28797.41
1604,72,20251111,20251130,139,Phone Call,Reached,29,In-house,0.0
1605,4017,20251117,20251130,71,Demand Letter,No Answer,25,Agency A,0.0
1606,2430,20250528,20250531,50,Promise to Pay,No Answer,38,In-house,0.0
1607,2020,20251022,20251031,170,Promise to Pay,Paid Partial,2,In-house,15152.86
1608,2041,20251029,20251031,58,Phone Call,Paid Partial,20,Agency A,20633.01
1609,828,20241125,20241130,89,Phone Call,No Answer,12,In-house,0.0
1610,3599,20251125,20251130,98,Promise to Pay,Paid Partial,37,In-house,10857.82
1611,1635,20250717,20250731,168,SMS Reminder,Paid Partial,19,In-house,4967.12
1612,2729,20250330,20250331,349,SMS Reminder,Paid Full,53,In-house,16942.25
1613,1498,20251024,20251031,143,Field Visit,Escalated,5,Agency A,0.0
1614,77,20240822,20240831,148,Restructure Offer,No Answer,32,Agency A,0.0
1615,3759,20241229,20241231,126,Phone Call,Paid Full,4,In-house,19755.03
1616,931,20240811,20240831,45,SMS Reminder,Reached,18,In-house,0.0
1617,1269,20250717,20250731,32,Field Visit,Paid Partial,6,In-house,9135.52
1618,302,20251107,20251130,35,SMS Reminder,Reached,64,In-house,0.0
1619,2192,20250511,20250531,215,Field Visit,No Answer,62,Agency A,0.0
1620,735,20250824,20250831,30,SMS Reminder,No Answer,43,In-house,0.0
1621,2910,20251114,20251130,360,Restructure Offer,Reached,1,In-house,0.0
1622,908,20250531,20250531,35,SMS Reminder,PTP Given,22,In-house,0.0
1623,391,20250529,20250531,286,SMS Reminder,PTP Broken,32,Agency A,0.0
1624,3775,20251217,20251231,191,SMS Reminder,Reached,36,In-house,0.0
1625,3690,20250511,20250531,199,Phone Call,Escalated,14,In-house,0.0
1626,243,20250615,20250630,103,SMS Reminder,PTP Given,10,In-house,0.0
1627,3137,20250121,20250131,33,Promise to Pay,Reached,56,In-house,0.0
1628,3596,20250721,20250731,210,Demand Letter,PTP Broken,11,In-house,0.0
1629,131,20251021,20251031,48,Restructure Offer,Escalated,17,Agency A,0.0
1630,2712,20251224,20251231,255,Restructure Offer,Reached,32,In-house,0.0
1631,2088,20250921,20250930,360,Restructure Offer,Escalated,45,In-house,0.0
1632,3539,20251215,20251231,155,Phone Call,Restructured,26,Agency A,0.0
1633,2031,20250118,20250131,285,Field Visit,PTP Broken,1,In-house,0.0
1634,3938,20240408,20240430,36,Phone Call,No Answer,26,In-house,0.0
1635,1460,20250826,20250831,60,Phone Call,PTP Given,7,In-house,0.0
1636,2219,20250509,20250531,255,SMS Reminder,No Answer,14,In-house,0.0
1637,3736,20250120,20250131,172,Phone Call,Reached,41,In-house,0.0
1638,3404,20251210,20251231,99,Demand Letter,PTP Given,34,Agency A,0.0
1639,953,20250527,20250531,46,Restructure Offer,PTP Given,51,Agency A,0.0
1640,3849,20250206,20250228,182,Phone Call,No Answer,20,In-house,0.0
1641,4050,20240725,20240731,50,SMS Reminder,Reached,8,In-house,0.0
1642,462,20250731,20250731,240,Field Visit,No Answer,27,In-house,0.0
1643,2900,20250413,20250430,43,Restructure Offer,No Answer,20,Agency A,0.0
1644,330,20250813,20250831,165,Restructure Offer,Reached,4,In-house,0.0
1645,1918,20250118,20250131,111,SMS Reminder,PTP Given,37,Agency B,0.0
1646,969,20250429,20250430,334,Phone Call,PTP Given,11,In-house,0.0
1647,962,20250624,20250630,31,Phone Call,Reached,63,Agency A,0.0
1648,1043,20250907,20250930,64,SMS Reminder,Reached,29,In-house,0.0
1649,1434,20250828,20250831,36,SMS Reminder,Reached,9,Agency A,0.0
1650,2177,20250129,20250131,169,Demand Letter,Reached,32,In-house,0.0
1651,1624,20251212,20251231,360,Promise to Pay,Reached,62,Agency B,0.0
1652,3412,20251110,20251130,211,SMS Reminder,Reached,46,In-house,0.0
1653,2802,20250119,20250131,269,Demand Letter,No Answer,34,In-house,0.0
1654,3244,20251025,20251031,131,Phone Call,Escalated,56,Agency B,0.0
1655,361,20251025,20251031,99,Restructure Offer,PTP Given,45,In-house,0.0
1656,2777,20250919,20250930,360,Phone Call,Paid Full,15,In-house,24707.03
1657,3507,20251024,20251031,295,Field Visit,PTP Broken,45,In-house,0.0
1658,2203,20250311,20250331,63,Phone Call,No Answer,12,Agency B,0.0
1659,3487,20250625,20250630,324,Field Visit,Paid Partial,49,In-house,11771.09
1660,2393,20250616,20250630,60,Phone Call,PTP Given,56,In-house,0.0
1661,3038,20250612,20250630,46,SMS Reminder,Escalated,60,In-house,0.0
1662,3464,20250714,20250731,88,Field Visit,Reached,37,Agency B,0.0
1663,354,20241228,20241231,33,SMS Reminder,Paid Partial,61,In-house,12005.14
1664,2032,20250913,20250930,180,Legal Notice,No Answer,31,In-house,0.0
1665,130,20251220,20251231,360,SMS Reminder,Escalated,46,In-house,0.0
1666,3063,20241225,20241231,33,SMS Reminder,Reached,11,In-house,0.0
1667,3587,20251109,20251130,360,Phone Call,Paid Full,3,In-house,30027.03
1668,2550,20251029,20251031,135,Restructure Offer,No Answer,4,In-house,0.0
1669,2523,20251116,20251130,227,Restructure Offer,Restructured,20,In-house,0.0
1670,3211,20250923,20250930,333,Field Visit,PTP Given,57,Agency A,0.0
1671,3793,20250325,20250331,94,Restructure Offer,Reached,15,Agency B,0.0
1672,1062,20250108,20250131,67,Field Visit,Escalated,56,In-house,0.0
1673,3254,20251020,20251031,47,Field Visit,Escalated,41,In-house,0.0
1674,243,20250523,20250531,87,SMS Reminder,No Answer,52,In-house,0.0
1675,17,20251107,20251130,62,Phone Call,Reached,25,In-house,0.0
1676,1133,20241219,20241231,103,Legal Notice,Reached,42,Agency B,0.0
1677,1671,20250116,20250131,95,SMS Reminder,Reached,50,In-house,0.0
1678,93,20250312,20250331,177,Promise to Pay,PTP Given,14,In-house,0.0
1679,452,20250110,20250131,31,Phone Call,PTP Given,56,In-house,0.0
1680,1056,20250518,20250531,296,Phone Call,Paid Partial,50,In-house,3374.77
1681,402,20251008,20251031,210,Restructure Offer,PTP Given,28,In-house,0.0
1682,2348,20250727,20250731,211,Phone Call,Paid Partial,15,Agency A,8134.5
1683,4116,20240616,20240630,46,Field Visit,PTP Broken,57,In-house,0.0
1684,177,20250818,20250831,251,SMS Reminder,Escalated,29,In-house,0.0
1685,2106,20250419,20250430,190,Promise to Pay,Escalated,38,Agency B,0.0
1686,685,20250715,20250731,209,Demand Letter,PTP Given,56,Agency A,0.0
1687,935,20250615,20250630,30,SMS Reminder,Paid Partial,9,In-house,10674.08
1688,1601,20250727,20250731,134,Restructure Offer,No Answer,1,In-house,0.0
1689,1380,20251110,20251130,59,Phone Call,PTP Given,39,In-house,0.0
1690,1257,20241015,20241031,42,Phone Call,Escalated,31,Agency A,0.0
1691,2924,20251031,20251031,312,Field Visit,Paid Full,12,In-house,64620.21
1692,140,20251019,20251031,105,Restructure Offer,Reached,14,In-house,0.0
1693,4145,20240912,20240930,104,Field Visit,PTP Broken,39,In-house,0.0
1694,1823,20250923,20250930,301,SMS Reminder,Reached,59,In-house,0.0
1695,1837,20250915,20250930,129,SMS Reminder,No Answer,38,In-house,0.0
1696,859,20250718,20250731,35,SMS Reminder,PTP Given,9,In-house,0.0
1697,1425,20251116,20251130,258,SMS Reminder,No Answer,7,Agency B,0.0
1698,969,20250118,20250131,325,SMS Reminder,Reached,18,In-house,0.0
1699,2286,20250425,20250430,163,SMS Reminder,PTP Given,40,In-house,0.0
1700,1113,20250509,20250531,294,SMS Reminder,Paid Full,29,In-house,20267.53
1701,3392,20250516,20250531,122,Demand Letter,PTP Given,11,In-house,0.0
1702,3221,20241116,20241130,60,Phone Call,PTP Given,10,In-house,0.0
1703,1858,20241127,20241130,51,SMS Reminder,Paid Full,24,In-house,13659.27
1704,144,20241222,20241231,132,SMS Reminder,Escalated,55,In-house,0.0
1705,3493,20251107,20251130,315,Phone Call,Reached,22,In-house,0.0
1706,1262,20240630,20240630,32,Field Visit,Reached,61,In-house,0.0
1707,1694,20251215,20251231,197,Phone Call,Escalated,43,In-house,0.0
1708,1906,20251122,20251130,46,Demand Letter,PTP Broken,42,In-house,0.0
1709,2435,20250128,20250131,35,Restructure Offer,Paid Partial,17,In-house,3417.59
1710,99,20240709,20240731,68,Promise to Pay,PTP Broken,17,In-house,0.0
1711,1649,20250825,20250831,111,SMS Reminder,No Answer,42,In-house,0.0
1712,558,20241114,20241130,201,SMS Reminder,Reached,38,In-house,0.0
1713,2042,20250318,20250331,44,Restructure Offer,Paid Full,1,In-house,8715.74
1714,284,20251022,20251031,59,SMS Reminder,Reached,46,In-house,0.0
1715,2250,20250218,20250228,36,Promise to Pay,Escalated,6,In-house,0.0
1716,3344,20251214,20251231,54,SMS Reminder,Paid Full,49,In-house,34043.36
1717,2842,20250725,20250731,76,Field Visit,Reached,39,In-house,0.0
1718,741,20240623,20240630,41,Restructure Offer,Reached,11,In-house,0.0
1719,2067,20250916,20250930,95,Field Visit,Paid Full,56,In-house,343404.55
1720,3340,20251210,20251231,284,Field Visit,Paid Partial,31,In-house,31908.56
1721,3614,20251112,20251130,61,Phone Call,PTP Broken,59,Agency B,0.0
1722,1913,20250125,20250131,142,Demand Letter,Escalated,38,In-house,0.0
1723,3438,20240711,20240731,48,Phone Call,PTP Broken,61,In-house,0.0
1724,3783,20240917,20240930,54,Demand Letter,Reached,51,In-house,0.0
1725,3950,20251120,20251130,352,Promise to Pay,Reached,37,In-house,0.0
1726,3315,20250525,20250531,44,Restructure Offer,No Answer,37,In-house,0.0
1727,3211,20250216,20250228,180,SMS Reminder,Reached,6,In-house,0.0
1728,289,20250517,20250531,49,SMS Reminder,Paid Full,7,In-house,19152.58
1729,248,20250419,20250430,44,Promise to Pay,PTP Broken,40,In-house,0.0
1730,1575,20250724,20250731,140,Field Visit,PTP Given,39,Agency A,0.0
1731,2138,20251027,20251031,329,Legal Notice,No Answer,42,In-house,0.0
1732,2814,20250115,20250131,32,Phone Call,Paid Partial,55,In-house,10730.81
1733,3806,20241030,20241031,59,Legal Notice,Reached,41,Agency B,0.0
1734,2345,20250711,20250731,136,Phone Call,Reached,19,Agency A,0.0
1735,3105,20250725,20250731,128,Phone Call,PTP Broken,36,In-house,0.0
1736,3394,20251114,20251130,307,Restructure Offer,PTP Given,60,In-house,0.0
1737,2609,20251030,20251031,134,Legal Notice,No Answer,56,In-house,0.0
1738,1942,20251123,20251130,158,SMS Reminder,Paid Partial,47,In-house,10052.64
1739,292,20251112,20251130,204,Field Visit,PTP Broken,58,In-house,0.0
1740,1826,20240926,20240930,131,Phone Call,Reached,53,In-house,0.0
1741,1871,20250108,20250131,167,SMS Reminder,No Answer,24,Agency B,0.0
1742,613,20250310,20250331,89,Field Visit,Paid Partial,5,In-house,2484.11
1743,3520,20251022,20251031,53,SMS Reminder,No Answer,2,In-house,0.0
1744,2536,20251211,20251231,68,Restructure Offer,Reached,62,In-house,0.0
1745,3864,20250808,20250831,89,Promise to Pay,PTP Given,63,In-house,0.0
1746,94,20251012,20251031,103,Legal Notice,Reached,1,In-house,0.0
1747,870,20240728,20240731,127,SMS Reminder,No Answer,2,In-house,0.0
1748,1903,20250722,20250731,142,SMS Reminder,Paid Full,44,In-house,41387.91
1749,2001,20251126,20251130,208,SMS Reminder,No Answer,6,In-house,0.0
1750,4082,20251220,20251231,41,SMS Reminder,Reached,51,Agency A,0.0
1751,2061,20250331,20250331,43,SMS Reminder,Paid Partial,5,In-house,11315.6
1752,2495,20240625,20240630,75,Phone Call,Reached,46,In-house,0.0
1753,2604,20250813,20250831,164,SMS Reminder,PTP Given,53,In-house,0.0
1754,904,20251117,20251130,223,Phone Call,Escalated,4,In-house,0.0
1755,3874,20250516,20250531,221,Restructure Offer,PTP Broken,32,Agency B,0.0
1756,1798,20251214,20251231,59,Field Visit,PTP Given,31,In-house,0.0
1757,2471,20251114,20251130,41,Field Visit,Paid Partial,10,In-house,12490.91
1758,3053,20250527,20250531,89,Field Visit,Paid Full,43,In-house,22039.94
1759,4016,20250912,20250930,89,Demand Letter,Paid Partial,46,In-house,14149.54
